Location,Type of ownership,Rating,Salary,Cost of Living Index,Adjusted salary
"Chicago, IL",Nonprofit Organization,3.7,77500.0,1.001,77422
"Chicago, IL",Subsidiary or Business Segment,3.9,77500.0,1.001,77422
"Chicago, IL",Company - Private,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Public,3.4,77500.0,1.001,77422
"Chicago, IL",Company - Private,5.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.5,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.0,77500.0,1.001,77422
"Chicago, IL",Unknown,3.5,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.6,77500.0,1.001,77422
"Chicago, IL",Government,3.0,77500.0,1.001,77422
"Chicago, IL",Unknown,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.9,77500.0,1.001,77422
"Chicago, IL",Company - Private,5.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.7,77500.0,1.001,77422
"Chicago, IL",School / School District,3.5,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.2,77500.0,1.001,77422
"Chicago, IL",Company - Private,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.6,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.2,77500.0,1.001,77422
"Chicago, IL",Subsidiary or Business Segment,3.9,77500.0,1.001,77422
"Chicago, IL",Nonprofit Organization,3.9,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.8,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.0,79500.0,1.001,79420
"Chicago, IL",Hospital,3.9,79500.0,1.001,79420
"Chicago, IL",Company - Private,2.7,79500.0,1.001,79420
"Chicago, IL",Company - Private,4.5,79500.0,1.001,79420
"Chicago, IL",College / University,4.0,79500.0,1.001,79420
"Chicago, IL",Nonprofit Organization,3.7,79500.0,1.001,79420
"Chicago, IL",Company - Public,3.2,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.2,79500.0,1.001,79420
"Chicago, IL",Company - Private,-1.0,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.8,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.8,79500.0,1.001,79420
"Chicago, IL",Franchise,3.9,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.5,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.0,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.0,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.9,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.9,79500.0,1.001,79420
"Chicago, IL",Unknown,-1.0,79500.0,1.001,79420
"Chicago, IL",Company - Private,1.0,79500.0,1.001,79420
"Chicago, IL",Company - Public,3.7,79500.0,1.001,79420
"Chicago, IL",Company - Private,3.6,79500.0,1.001,79420
"Chicago, IL",Company - Private,2.9,79500.0,1.001,79420
"Chicago, IL",Company - Public,3.6,59000.0,1.001,58941
"Chicago, IL",Company - Private,3.3,59000.0,1.001,58941
"Chicago, IL",Company - Private,5.0,59000.0,1.001,58941
"Chicago, IL",Company - Public,2.8,59000.0,1.001,58941
"Chicago, IL",Unknown,-1.0,59000.0,1.001,58941
"Chicago, IL",Company - Private,4.2,59000.0,1.001,58941
"Chicago, IL",School / School District,3.5,59000.0,1.001,58941
"Chicago, IL",Company - Private,1.0,59000.0,1.001,58941
"Chicago, IL",Nonprofit Organization,2.9,59000.0,1.001,58941
"Chicago, IL",College / University,4.1,59000.0,1.001,58941
"Chicago, IL",Company - Public,3.7,59000.0,1.001,58941
"Chicago, IL",Company - Private,5.0,59000.0,1.001,58941
"Chicago, IL",School / School District,4.1,59000.0,1.001,58941
"Chicago, IL",Company - Private,-1.0,59000.0,1.001,58941
"Chicago, IL",Company - Private,4.5,59000.0,1.001,58941
"Chicago, IL",School / School District,3.5,59000.0,1.001,58941
"Chicago, IL",Company - Private,5.0,59000.0,1.001,58941
"Chicago, IL",Unknown,-1.0,59000.0,1.001,58941
"Chicago, IL",Company - Private,2.1,59000.0,1.001,58941
"Chicago, IL",Unknown,-1.0,59000.0,1.001,58941
"Chicago, IL",Company - Private,3.3,59000.0,1.001,58941
"Chicago, IL",Company - Private,4.5,113000.0,1.001,112887
"Chicago, IL",Company - Private,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,2.0,113000.0,1.001,112887
"Chicago, IL",Unknown,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.9,113000.0,1.001,112887
"Chicago, IL",Company - Public,3.7,113000.0,1.001,112887
"Chicago, IL",Company - Public,3.8,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.2,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.3,113000.0,1.001,112887
"Chicago, IL",Company - Private,1.7,113000.0,1.001,112887
"Chicago, IL",Company - Public,3.5,113000.0,1.001,112887
"Chicago, IL",Company - Private,5.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,4.3,113000.0,1.001,112887
"Chicago, IL",Company - Private,4.6,113000.0,1.001,112887
"Chicago, IL",Company - Private,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.3,113000.0,1.001,112887
"Chicago, IL",Unknown,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Public,5.0,113000.0,1.001,112887
"Chicago, IL",Company - Public,2.2,113000.0,1.001,112887
"Chicago, IL",Company - Public,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,2.7,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.2,113000.0,1.001,112887
"Chicago, IL",Company - Private,3.5,113000.0,1.001,112887
"Chicago, IL",Unknown,-1.0,113000.0,1.001,112887
"Chicago, IL",Company - Private,2.7,77500.0,1.001,77422
"Chicago, IL",Unknown,-1.0,77500.0,1.001,77422
"Chicago, IL",College / University,3.3,77500.0,1.001,77422
"Chicago, IL",Company - Public,3.3,77500.0,1.001,77422
"Chicago, IL",College / University,4.1,77500.0,1.001,77422
"Chicago, IL",Company - Private,2.8,77500.0,1.001,77422
"Chicago, IL",Unknown,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Public,3.9,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.7,77500.0,1.001,77422
"Chicago, IL",Company - Private,3.8,77500.0,1.001,77422
"Chicago, IL",Unknown,-1.0,77500.0,1.001,77422
"Chicago, IL",Company - Private,4.0,77500.0,1.001,77422
"Houston, TX",Company - Private,4.1,33500.0,0.958,34968
"Houston, TX",Company - Private,2.8,33500.0,0.958,34968
"Houston, TX",Self-employed,3.0,33500.0,0.958,34968
"Houston, TX",Company - Private,3.5,33500.0,0.958,34968
"Houston, TX",Company - Public,3.6,33500.0,0.958,34968
"Houston, TX",Company - Private,3.9,33500.0,0.958,34968
"Houston, TX",Company - Private,3.9,33500.0,0.958,34968
"Houston, TX",Government,3.4,33500.0,0.958,34968
"Houston, TX",Company - Private,-1.0,33500.0,0.958,34968
"Houston, TX",Company - Private,4.8,33500.0,0.958,34968
"Houston, TX",Company - Private,3.1,33500.0,0.958,34968
"Houston, TX",Company - Public,3.2,33500.0,0.958,34968
"Houston, TX",Company - Private,4.0,33500.0,0.958,34968
"Houston, TX",Unknown,-1.0,33500.0,0.958,34968
"Houston, TX",Company - Private,4.1,33500.0,0.958,34968
"Houston, TX",Unknown,-1.0,33500.0,0.958,34968
"Houston, TX",Government,2.5,33500.0,0.958,34968
"Houston, TX",Company - Private,3.7,33500.0,0.958,34968
"Houston, TX",Company - Public,-1.0,33500.0,0.958,34968
"Houston, TX",Subsidiary or Business Segment,3.7,33500.0,0.958,34968
"Houston, TX",Company - Private,4.9,33500.0,0.958,34968
"Houston, TX",Company - Public,3.6,33500.0,0.958,34968
"Houston, TX",Company - Private,3.9,33500.0,0.958,34968
"Houston, TX",Company - Private,3.9,33500.0,0.958,34968
"Houston, TX",Company - Private,4.0,33500.0,0.958,34968
"Houston, TX",Company - Private,4.8,33500.0,0.958,34968
"Houston, TX",Company - Private,4.2,61500.0,0.958,64196
"Houston, TX",Company - Private,5.0,61500.0,0.958,64196
"Houston, TX",Company - Private,4.7,61500.0,0.958,64196
"Houston, TX",Subsidiary or Business Segment,2.5,61500.0,0.958,64196
"Houston, TX",Company - Private,4.8,61500.0,0.958,64196
"Houston, TX",Company - Private,1.0,61500.0,0.958,64196
"Houston, TX",Company - Private,2.4,61500.0,0.958,64196
"Houston, TX",Company - Private,3.3,61500.0,0.958,64196
"Houston, TX",Company - Public,3.8,61500.0,0.958,64196
"Houston, TX",Company - Public,3.5,61500.0,0.958,64196
"Houston, TX",Company - Private,3.5,61500.0,0.958,64196
"Houston, TX",Company - Private,3.0,61500.0,0.958,64196
"Houston, TX",Company - Private,5.0,61500.0,0.958,64196
"Houston, TX",Company - Private,2.0,61500.0,0.958,64196
"Houston, TX",Company - Public,3.5,61500.0,0.958,64196
"Houston, TX",Company - Private,4.1,61500.0,0.958,64196
"Houston, TX",Company - Private,4.6,61500.0,0.958,64196
"Houston, TX",Company - Private,3.6,61500.0,0.958,64196
"Houston, TX",Government,3.4,61500.0,0.958,64196
"Houston, TX",Company - Private,4.2,61500.0,0.958,64196
"Houston, TX",Government,3.6,61500.0,0.958,64196
"Houston, TX",Company - Public,3.7,61500.0,0.958,64196
"Houston, TX",Company - Private,2.9,61500.0,0.958,64196
"Houston, TX",Company - Public,3.3,61500.0,0.958,64196
"Houston, TX",Company - Private,2.8,61500.0,0.958,64196
"Houston, TX",Government,3.4,98500.0,0.958,102818
"Houston, TX",Company - Private,3.6,98500.0,0.958,102818
"Houston, TX",Company - Private,4.7,98500.0,0.958,102818
"Houston, TX",Company - Private,4.5,98500.0,0.958,102818
"Houston, TX",Company - Private,4.7,98500.0,0.958,102818
"Houston, TX",Company - Public,3.6,98500.0,0.958,102818
"Houston, TX",Company - Private,4.0,98500.0,0.958,102818
"Houston, TX",Company - Private,4.0,98500.0,0.958,102818
"Houston, TX",Company - Private,2.0,98500.0,0.958,102818
"Houston, TX",Company - Private,3.8,98500.0,0.958,102818
"Houston, TX",College / University,4.0,98500.0,0.958,102818
"Houston, TX",Company - Public,3.2,98500.0,0.958,102818
"Houston, TX",Company - Private,3.2,98500.0,0.958,102818
"Houston, TX",Company - Private,5.0,98500.0,0.958,102818
"Houston, TX",Contract,-1.0,98500.0,0.958,102818
"Houston, TX",Company - Private,3.7,98500.0,0.958,102818
"Houston, TX",Company - Private,3.8,98500.0,0.958,102818
"Houston, TX",Company - Private,3.0,98500.0,0.958,102818
"Houston, TX",Company - Private,3.3,98500.0,0.958,102818
"Houston, TX",Company - Private,4.8,98500.0,0.958,102818
"Houston, TX",Government,2.2,98500.0,0.958,102818
"Phoenix, AZ",Company - Private,4.4,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.2,73500.0,1.043,70469
"Phoenix, AZ",Company - Private,3.7,73500.0,1.043,70469
"Phoenix, AZ",Company - Private,3.5,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.2,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.5,73500.0,1.043,70469
"Phoenix, AZ",Company - Private,4.9,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,4.1,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.6,73500.0,1.043,70469
"Phoenix, AZ",Subsidiary or Business Segment,3.2,73500.0,1.043,70469
"Phoenix, AZ",Company - Private,2.9,73500.0,1.043,70469
"Phoenix, AZ",Nonprofit Organization,3.6,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.6,73500.0,1.043,70469
"Phoenix, AZ",Company - Public,3.6,73500.0,1.043,70469
"Phoenix, AZ",Company - Private,-1.0,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.6,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.9,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.4,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.4,74000.0,1.043,70949
"Phoenix, AZ",Company - Public,3.1,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,-1.0,74000.0,1.043,70949
"Phoenix, AZ",Company - Public,3.1,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.9,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,5.0,74000.0,1.043,70949
"Phoenix, AZ",Unknown,-1.0,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.0,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,3.6,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,4.0,74000.0,1.043,70949
"Phoenix, AZ",Subsidiary or Business Segment,3.5,74000.0,1.043,70949
"Phoenix, AZ",Company - Private,4.9,68500.0,1.043,65675
"Phoenix, AZ",Company - Private,3.9,68500.0,1.043,65675
"Phoenix, AZ",Company - Public,4.5,68500.0,1.043,65675
"Phoenix, AZ",Company - Private,4.4,68500.0,1.043,65675
"Phoenix, AZ",Company - Private,5.0,68500.0,1.043,65675
"Phoenix, AZ",Nonprofit Organization,3.1,61500.0,1.043,58964
"Philadelphia, PA",Company - Private,3.6,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,4.7,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.9,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.8,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,5.0,59500.0,1.034,57543
"Philadelphia, PA",Unknown,-1.0,59500.0,1.034,57543
"Philadelphia, PA",Company - Public,3.7,59500.0,1.034,57543
"Philadelphia, PA",Subsidiary or Business Segment,3.8,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,4.2,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.3,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.3,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,4.1,59500.0,1.034,57543
"Philadelphia, PA",College / University,4.3,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.8,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.6,59500.0,1.034,57543
"Philadelphia, PA",Company - Public,3.5,59500.0,1.034,57543
"Philadelphia, PA",Company - Private,3.2,53000.0,1.034,51257
"Philadelphia, PA",Nonprofit Organization,2.4,53000.0,1.034,51257
"Philadelphia, PA",College / University,4.3,53000.0,1.034,51257
"Philadelphia, PA",Company - Private,3.1,53000.0,1.034,51257
"Philadelphia, PA",Hospital,3.5,53000.0,1.034,51257
"Philadelphia, PA",Unknown,-1.0,53000.0,1.034,51257
"Philadelphia, PA",Company - Private,5.0,53000.0,1.034,51257
"Philadelphia, PA",Unknown,-1.0,53000.0,1.034,51257
"Philadelphia, PA",College / University,4.3,53000.0,1.034,51257
"Philadelphia, PA",Unknown,-1.0,53000.0,1.034,51257
"Philadelphia, PA",Company - Private,2.7,53000.0,1.034,51257
"Philadelphia, PA",Company - Private,3.9,53000.0,1.034,51257
"Philadelphia, PA",Nonprofit Organization,3.2,53000.0,1.034,51257
"Philadelphia, PA",Company - Private,4.1,53000.0,1.034,51257
"Philadelphia, PA",College / University,4.3,40500.0,1.034,39168
"Philadelphia, PA",Nonprofit Organization,3.7,40500.0,1.034,39168
"Philadelphia, PA",College / University,4.3,40500.0,1.034,39168
"Philadelphia, PA",Nonprofit Organization,2.4,40500.0,1.034,39168
"Philadelphia, PA",Company - Private,3.5,40500.0,1.034,39168
"Philadelphia, PA",Company - Private,3.2,40500.0,1.034,39168
